 Ver5.0 position,Systematic ID,Gene ,Gene description,Ver5.0 strain (vs M-2030H-U5),Ver5.0 strain (vs M-3030H-U5),Ver5.0 strain (vs M-4030H-U5),ade type,,Plate/well position,,,,,,,,,,,,,
V5-P08-53,SPAC1006.03c,0,human CCDC131 homolog,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-54,SPAC10F6.11c,0,kinase activator,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-55,SPAC10F6.14c,0,ABC1 kinase family protein,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P08-56,SPAC11D3.14c,0,oxoprolinase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-57,SPAC11E3.14,0,conserved protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-58,SPAC12B10.16c,mug157,conserved protein (fungal and bacterial),ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P08-59,SPAC139.01c,0,"nuclease, XP-G family",ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P08-60,SPAC13G6.01c,rad8,ubiquitin-protein ligase E3,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-61,SPAC13G7.02c,ssa1,heat shock protein Ssa1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-62,SPAC1420.01c,0,DUF1752 family protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-63,SPAC16.01,rho2,Rho family GTPase Rho2,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-64,SPAC1751.01c,gti1,gluconate transporter inducer Gti1,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P08-65,SPAC1782.08c,rex3,exonuclease Rex3,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-66,SPAC1783.05,hrp1,ATP-dependent DNA helicase Hrp1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-67,SPAC1783.07c,pap1,transcription factor Caf3,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P08-68,SPAC1786.02,0,phospholipase,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-69,SPAC17H9.01,cid16,poly(A) polymerase Cid16,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-70,SPAC17H9.06c,0,conserved fungal protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-71,SPAC17H9.10c,ddb1,damaged DNA binding protein Ddb1,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P08-72,SPAC18G6.02c,chp1,chromodomain protein Chp1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-73,SPAC1952.09c,0,acetyl-CoA hydrolase,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P08-74,SPAC19A8.05c,sst4,sorting receptor for ubiquitinated membrane proteins,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-75,SPAC19D5.07,uga1,4-aminobutyrate aminotransferase (GABA transaminase),ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P08-76,SPAC19G12.02c,pms1,MutL family mismatch-repair protein Pms1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-77,SPAC1A6.01c,0,human thyroid receptor interacting protein homolog,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-78,SPAC1A6.04c,plb1,phospholipase B homolog Plb1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-79,SPAC22H10.03c,kap114,karyopherin Kap14,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-80,SPAC24H6.03,cul3,cullin 3,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P08-81,SPAC26A3.09c,rga2,GTPase activating protein Rga2,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-82,SPAC26F1.01,sec74,guanyl-nucleotide exchange factor Sec74,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-83,SPAC26F1.09,gyp51,GTPase activating protein Gyp51,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-84,SPAC26H5.05,0,IPT/TIG ankyrin repeat protein,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P08-85,SPAC27E2.09,mak2,histidine kinase Mak2,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P08-86,SPAC29A4.11,rga3,GTPase activating protein Rga3,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-87,SPAC29E6.10c,0,kinetochore protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-88,SPAC2F7.03c,pom1,DYRK family protein kinase Pom1,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P08-89,SPAC30.01c,sec72,Sec7 domain,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-90,SPAC32A11.02c,0,conserved fungal protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-91,SPAC32A11.03c,phx1,homeobox transcription factor Phx1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-92,SPAC3A11.06,mvp1,sorting nexin Mvp1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-93,SPAC3C7.08c,elf1,AAA family ATPase ELf1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-94,SPAC3C7.13c,0,glucose-6-phosphate 1-dehydrogenase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-95,SPAC3G6.09c,tps2,trehalose-phosphate synthase Tps2,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P08-96,SPAC3H1.12c,snt2,Lid2 complex subunit Snt2,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-01,SPAC4H3.03c,0,"glucan 1,4-alpha-glucosidase",ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-02,SPAC589.02c,med13,mediator complex subunit Srb9,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-03,SPAC630.13c,tsc2,tuberin,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-04,SPAC637.11,suv3,ATP-dependent RNA helicase Suv3,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P09-05,SPAC688.10,rev3,DNA polymerase zeta catalytic subunit Rev3,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-06,SPAC6F6.01,0,VIC sodium channel,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-07,SPAC6F6.13c,0,DUF726 family protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-08,SPAC6G10.02c,tea3,cell end marker Tea3,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-10,SPAC6G9.10c,sen1,splicing endonuclease Sen1,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P09-11,SPAC821.03c,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-12,SPAC926.06c,0,"leucine-rich repeat protein, unknown",ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-13,SPAC977.17,0,MIP water channel,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-14,SPAC9G1.06c,cyk3,cytokinesis protein Cyk3,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-15,SPAPB1E7.05,gde1,glycerophosphoryl diester phosphodiesterase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-16,SPAPB1E7.06c,eme1,Holliday junction resolvase subunit Eme1,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P09-17,SPAPB1E7.08c,0,membrane transporter,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-18,SPAPYUG7.03c,mid2,anillin homologue Mid2,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-19,SPBC1105.04c,cbp1,CENP-B homolog,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P09-20,SPBC1105.05,exg1,"glucan 1,3-beta-glucosidase I/II precursor",ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-21,SPBC1198.06c,0,"mannan endo-1,6-alpha-mannosidase",ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-22,SPBC146.06c,0,human MTMR15 homolog,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-23,SPBC146.13c,myo1,myosin type I,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-24,SPBC15D4.07c,atg9,autophagy associated protein Atg9,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-25,SPBC15D4.10c,amo1,nuclear rim protein Amo1,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-26,SPBC1652.02,aap1,APC amino acid transporter,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P09-27,SPBC1685.13,0,non classical export pathway protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-28,SPBC1685.14c,0,Vid27 family protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-29,SPBC16A3.06,0,tRNA specific adenosine deaminase,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P09-30,SPBC16E9.11c,pub3,ubiquitin-protein ligase E3,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-31,SPBC1706.01,tea4,tip elongation aberrant protein Tea4,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-32,SPBC1861.01c,cnp3,CENP-C,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-33,SPBC1921.05,ape2,aminopeptidase Ape1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-34,SPBC215.08c,arg4,carbamoyl-phosphate synthase Arg4,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-35,SPBC215.13,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-36,SPBC21C3.14c,0,sequence orphan,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P09-37,SPBC23G7.04c,nif1,SEL1 repear protein Nif1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-38,SPBC23G7.13c,0,urea transporter,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-39,SPBC26H8.03,cho2,phosphatidylethanolamine N-methyltransferase Cho2,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-40,SPBC27.08c,sua1,sulfate adenylyltransferase (ATP),ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-41,SPBC2D10.04,0,arrestin Aly1 related,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-42,SPBC2D10.18,abc1,ABC1 kinase family protein,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P09-43,SPBC2G2.14,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-44,SPBC30D10.10c,tor1,phosphatidylinositol kinase Tor1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-45,SPBC31E1.01c,atg2,autophagy associated protein Mug36,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-46,SPBC31E1.02c,pmr1,"P-type ATPase, calcium transporting Pmr1",ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-47,SPBC354.09c,0,Tre1 family protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-48,SPBC354.10,0,RNAPII degradation factor,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-49,SPBC3E7.08c,rad13,DNA repair nuclease Rad13,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-50,SPBC3E7.12c,chr1,chitin synthase regulatory factor Chr1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-51,SPBC3H7.03c,0,2-oxoglutarate dehydrogenase (lipoamide) (e1 component of oxoglutarate dehydrogenase complex),ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P09-52,SPBC428.10,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-53,SPBC4F6.06,kin1,microtubule affinity-regulating kinase Kin1,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P09-54,SPBC530.06c,0,translation initiation factor eIF3 alpha subunit,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-55,SPBC691.03c,apl3,AP-2 adaptor complex subunit Alp3,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-56,SPBC691.05c,0,membrane transporter,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-57,SPBC800.03,clr3,histone deacetylase (class II) Clr3,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-58,SPBC887.04c,lub1,WD repeat protein Lub1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-59,SPBC947.10,0,ubiquitin-protein ligase E3,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-60,SPBP8B7.07c,set6,histone lysine methyltransferase Set6,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-61,SPBP8B7.18c,0,phosphomethylpyrimidine kinase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-62,SPBPB10D8.01,0,cysteine transporter,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P09-63,SPBPB2B2.13,0,galactokinase Gal1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-64,SPCC11E10.04,0,ATPase expression protein homolog,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-65,SPCC1223.03c,gut2,glycerol-3-phosphate dehydrogenase Gut2,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-66,SPCC1322.03,0,membrane transporter,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-67,SPCC1494.10,0,transcription factor,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-68,SPCC162.02c,0,AMP-binding dehydrogenase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-69,SPCC1827.07c,0,SPX/EXS domain protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-70,SPCC1840.05c,0,phosphomannomutase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-71,SPCC188.08c,ubp22,ubiquitin C-terminal hydrolase Ubp22,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-72,SPCC188.13c,dcr1,dicer,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-73,SPCC18B5.07c,nup61,nucleoporin Nup61,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-74,SPCC191.11,inv1,beta-fructofuranosidase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-75,SPCC1919.10c,myo52,myosin type V,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P09-76,SPCC23B6.04c,0,sec14 cytosolic factor family,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-77,SPCC297.03,ssp1,serine/threonine protein kinase Ssp1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-78,SPCC338.16,pof3,F-box protein Pof3,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P09-79,SPCC584.03c,0,RanGTP-binding protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-80,SPCC622.16c,epe1,transcription factor Epe1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-81,SPCC63.02c,aah3,alpha-amylase homolog Aah3,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P09-82,SPCC663.01c,ekc1,protein phosphatase regulatory subunit Ekc1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-83,SPCC663.15c,0,conserved fungal protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-84,SPCC737.03c,0,conserved eukaryotic protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-85,SPCC970.02,0,"mannan endo-1,6-alpha-mannosidase",ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-86,SPCP1E11.05c,0,sterol O-acyltransferase,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P09-87,SPCP1E11.06,apl4,AP-1 adaptor complex gamma subunit Apl4,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-88,SPCP25A2.02c,rhp26,SNF2 family helicase Rhp26,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-89,SPCP31B10.06,mug190,C2 domain protein Tcb3,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-90,SPCP31B10.07,eft202,translation elongation factor 2,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P09-91,SPCPB1C11.03,0,cysteine transporter,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-92,SPAC1039.03,0,esterase/lipase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-93,SPAC1039.09,isp5,amino acid permease Isp5,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-94,SPAC1071.03c,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-95,SPAC1093.03,0,polyphosphoinositide phosphatase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P09-96,SPAC10F6.13c,0,aspartate aminotransferase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P10-01,SPAC1142.02c,0,TPR repeat protein,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P10-02,SPAC11D3.09,0,agmatinase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P10-03,SPAC11H11.03c,0,SMR and DUF1771 domain protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P10-04,SPAC1296.01c,0,phosphoacetylglucosamine mutase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P10-05,SPAC12B10.01c,0,ubiquitin-protein ligase E3,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P10-06,SPAC139.05,0,succinate-semialdehyde dehydrogenase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P10-07,SPAC13A11.04c,ubp8,ubiquitin C-terminal hydrolase Ubp8,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P10-08,SPAC13A11.06,0,pyruvate decarboxylase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P10-09,SPAC13G6.10c,0,O-glucosyl hydrolase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P10-11,SPAC144.17c,0,6-phosphofructo-2-kinase,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P10-12,SPAC1556.02c,sdh1,succinate dehydrogenase Sdh1,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P10-13,SPAC16E8.14c,0,methyltransferase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
